"repayment","account","time","behavior","usage","amount","savings","employment","rate","famgen","guaran","residence","finance","age","furthcred","home","prevcred","job","pers","phone","gastarb","dtime","damount","dage","simple.score"
1,4,12,4,6,2748,1,5,2,2,1,4,4,57,1,3,3,2,1,1,1,"9","6","3",0.927436431806328
1,2,18,2,5,3872,1,1,2,2,1,4,3,67,3,2,1,3,1,2,1,"8","6","5",0.627079567760213
1,4,27,2,5,5190,5,5,4,3,1,4,2,48,3,2,4,3,2,2,1,"6","5","3",0.822941655768573
1,2,18,2,2,3001,1,4,2,2,1,4,1,40,3,1,1,3,1,1,1,"8","6","3",0.63776498189908
1,4,24,3,9,3863,1,3,1,3,1,2,4,32,3,3,1,3,1,1,1,"7","6","2",0.987816281912902
1,4,12,4,2,5801,5,5,2,3,1,4,2,49,3,1,1,3,1,2,0,"9","5","3",1.30207821364012
1,4,12,4,2,1592,4,4,3,2,1,2,2,35,3,2,1,3,1,1,1,"9","7","2",1.10003476654558
1,4,12,4,9,1185,1,3,3,2,1,2,1,27,3,2,2,3,1,1,1,"9","8","2",0.956871879721216
1,4,18,4,2,3780,1,2,3,1,1,2,3,35,3,2,2,4,1,2,1,"8","6","2",0.831412215490379
1,2,18,4,2,3612,1,5,3,2,1,4,2,37,3,2,1,3,1,2,0,"8","6","2",0.953085437864588
1,4,12,2,9,1076,1,3,2,4,1,2,1,26,3,2,1,3,1,2,1,"9","8","2",1.03059339969864
1,4,12,2,0,3527,5,2,2,3,1,3,2,45,3,2,1,4,2,2,1,"9","6","3",1.01948830570802
1,4,18,2,3,2051,1,2,4,3,1,1,1,33,3,2,1,3,1,1,1,"8","7","2",0.795831364364845
1,4,12,4,2,3331,1,5,2,3,1,4,2,42,2,2,1,3,1,1,1,"9","6","3",1.07597299583459
1,1,18,0,9,3104,1,4,3,3,1,1,2,31,1,2,1,3,1,2,1,"8","6","2",0.457404594520432
1,4,24,4,3,2611,1,5,4,4,2,3,1,46,3,2,2,3,1,1,1,"7","6","3",1.07171091583796
1,1,12,4,1,1409,1,5,4,3,1,3,1,54,3,2,1,3,1,1,1,"9","8","3",0.720383812771482
1,4,24,2,3,1311,2,4,4,4,1,3,2,26,3,2,1,3,1,2,1,"7","8","2",0.899082649142372
1,4,6,2,3,2108,1,4,2,4,1,2,1,29,3,1,1,3,1,1,1,"10","7","2",1.03626116821344
1,4,24,4,1,4042,5,4,3,3,1,4,2,43,3,2,2,3,1,2,1,"7","6","3",1.11987920254952
1,4,12,4,0,926,1,1,1,2,1,2,2,38,3,2,1,1,1,1,1,"9","9","2",0.874236607968145
1,1,12,2,3,1680,3,5,3,4,1,1,1,35,3,2,1,3,1,1,1,"9","7","2",0.791146176139708
1,4,24,2,0,1249,1,2,4,4,1,2,1,28,3,2,1,3,1,1,1,"7","8","2",0.783959533344635
1,4,24,4,0,2463,2,4,4,4,1,3,2,27,3,2,2,3,1,2,1,"7","7","2",1.0051755615452
1,4,6,2,3,1595,1,4,3,3,1,2,2,51,3,2,1,3,2,1,1,"10","7","3",0.919628307323823
1,4,24,4,5,2058,1,3,4,1,1,2,1,33,3,2,2,3,1,2,1,"7","7","2",0.873387737374667
1,4,24,2,1,7814,1,4,3,3,1,3,3,38,3,2,1,4,1,2,1,"7","4","2",0.762573568790299
1,4,6,4,3,1740,1,5,2,4,1,2,1,30,3,1,2,3,1,1,1,"10","7","2",1.15196989104506
1,4,12,4,3,1240,5,5,4,2,1,2,1,38,3,2,2,3,1,2,1,"9","8","2",1.14260129265288
1,4,24,4,1,6842,5,3,2,3,1,4,2,46,3,2,2,4,2,2,1,"7","5","3",1.0299029564707
1,4,24,4,2,5150,1,5,4,3,1,4,3,33,3,2,1,3,1,2,1,"7","5","2",0.968840088902459
1,1,6,2,0,1203,2,5,3,3,1,2,2,43,3,2,1,3,1,2,1,"10","8","3",0.73967300973442
1,4,6,4,0,2080,3,3,1,4,1,2,3,24,3,2,1,3,1,1,1,"10","7","1",1.15105221049589
1,4,6,2,6,1538,1,2,1,2,1,2,4,56,3,2,1,3,1,1,1,"10","7","3",0.874769986481112
1,2,24,4,0,3878,2,2,4,1,1,2,3,37,3,2,1,3,1,2,1,"7","6","2",0.671731789850363
1,2,30,2,2,3832,1,2,2,4,1,1,2,22,3,2,1,3,1,1,1,"6","6","1",0.616877452677433
1,4,15,2,0,3186,4,4,2,2,1,3,3,20,3,1,1,3,1,1,1,"8","6","1",0.8135422987178
1,2,24,2,3,2896,2,2,2,3,1,1,3,29,3,2,1,3,1,1,1,"7","6","2",0.654376301146543
1,2,24,3,9,6967,2,4,4,3,1,4,3,36,3,1,1,4,1,2,1,"7","5","2",0.673155966983899
0,4,36,2,6,1819,1,3,4,3,1,4,4,37,2,3,1,3,1,2,1,"5","7","2",0.670086043600844
0,4,24,2,3,5943,5,2,1,2,1,1,3,44,3,2,2,3,1,2,1,"7","5","3",0.890265706957667
0,4,36,4,2,7127,1,2,2,2,1,4,2,23,3,1,2,3,1,2,1,"5","5","1",0.660908129141553
0,4,36,2,2,3349,1,3,4,2,1,2,3,28,3,2,1,4,1,2,1,"5","6","2",0.650034839837151
0,4,36,2,2,10974,1,1,4,2,1,2,3,26,3,2,2,4,1,2,1,"5","3","2",0.295942222858703
1,4,6,2,3,518,1,3,3,2,1,1,1,29,3,2,1,3,1,1,1,"10","9","2",0.832853418703387
1,4,18,2,3,1126,5,2,4,2,1,2,1,21,3,1,1,3,1,2,1,"8","8","1",0.78758500756571
1,2,12,4,1,1860,1,1,4,3,1,2,3,34,3,2,2,4,1,2,1,"9","7","2",0.67731422874751
1,4,36,4,3,9566,1,3,2,2,1,2,3,31,2,2,2,3,1,1,1,"5","4","2",0.629899405709731
1,1,12,2,3,701,1,3,4,4,1,2,1,40,3,2,1,2,1,1,1,"9","9","3",0.505259467289072
1,2,12,2,3,2930,1,4,2,2,1,1,1,27,3,2,1,3,1,1,1,"9","6","2",0.776885813603023
1,4,18,2,3,1505,1,3,4,3,1,2,4,32,3,3,1,4,1,2,1,"8","7","2",0.813176788896939
1,4,18,4,3,2238,1,3,2,2,1,1,3,25,3,2,2,3,1,1,1,"8","7","1",0.801958219485153
1,4,4,4,3,1503,1,4,2,3,1,1,1,42,3,2,2,2,2,1,1,"10","7","3",1.0854485184308
1,4,24,4,1,2197,5,4,4,3,1,4,3,43,3,2,2,3,2,2,1,"7","7","3",0.972647785520016
1,3,12,2,3,1881,1,3,2,2,1,2,3,44,3,1,1,2,1,2,1,"9","7","3",0.721165956812259
1,1,18,4,3,1880,1,4,4,4,1,1,2,32,3,2,2,4,1,2,1,"8","7","2",0.688450517328616
1,1,18,2,3,2389,1,2,4,2,1,1,3,27,2,2,1,3,1,1,1,"8","7","2",0.355097729750827
1,2,24,2,3,1967,1,5,4,2,1,4,3,20,3,2,1,3,1,2,1,"7","7","1",0.547187431247576
1,4,4,4,0,3380,1,4,1,2,1,1,1,37,3,2,1,3,2,1,1,"10","6","2",1.15274662973004
1,4,4,4,0,1455,1,4,2,3,1,1,1,42,3,2,3,2,2,1,1,"10","8","3",1.001479902079
1,4,7,4,3,730,5,5,4,3,1,2,2,46,3,1,2,2,1,2,1,"9","9","3",0.993237147087541
1,2,18,0,2,3244,1,3,1,2,1,4,3,33,1,2,2,3,1,2,1,"8","6","2",0.450951850030338
0,2,9,2,3,1670,1,2,4,2,1,2,3,22,3,2,1,3,1,2,1,"9","7","1",0.531051582088056
1,2,48,2,3,3979,5,4,4,3,1,1,3,41,3,2,2,3,2,2,1,"3","6","3",0.50052872386429
0,2,12,2,2,1922,1,3,4,3,1,2,2,37,3,2,1,2,1,1,1,"9","7","2",0.6613831789001
1,2,18,4,2,1295,1,2,4,2,1,1,2,27,3,2,2,3,1,1,1,"8","8","2",0.578311468258125
1,4,4,4,3,1544,1,4,2,3,1,1,1,42,3,2,3,2,2,1,1,"10","7","3",1.04320010073396
1,2,8,2,9,907,1,2,3,4,1,2,1,26,3,2,1,3,1,2,1,"9","9","2",0.686714273645725
1,2,30,2,3,1715,5,3,4,2,1,1,3,26,3,2,1,3,1,1,1,"6","7","2",0.636091851247055
1,3,10,4,3,1347,5,4,4,3,1,2,2,27,3,2,2,3,1,2,1,"9","8","2",1.02227527647898
1,2,12,2,0,1007,4,3,4,4,1,1,1,22,3,2,1,3,1,1,1,"9","8","1",0.726111219411943
1,4,12,4,2,1402,3,4,3,2,1,4,3,37,3,1,1,3,1,2,1,"9","8","2",0.990124989305001
1,2,12,2,0,2002,1,4,3,3,1,4,2,30,3,1,1,3,2,2,1,"9","7","2",0.649867379607449
1,4,12,4,6,2096,1,4,2,3,1,3,1,49,3,2,1,2,2,1,1,"9","7","3",1.0666492297689
1,4,12,2,0,1101,1,3,3,4,1,2,1,27,3,2,2,3,1,2,1,"9","8","2",0.92065332097443
1,4,10,2,8,894,5,4,4,2,1,3,2,40,3,2,1,3,1,2,1,"9","9","3",0.903806090648648
1,2,11,2,2,1577,4,2,4,2,1,1,1,20,3,2,1,3,1,1,1,"9","7","1",0.65425803144745
1,4,33,3,9,2764,1,3,2,2,1,2,3,26,3,2,2,3,1,2,1,"5","6","2",0.776910887184827
1,2,48,0,0,8358,3,2,1,2,1,1,3,30,3,2,2,3,1,1,1,"3","4","2",0.206665887183189
1,3,12,2,2,1474,1,2,4,2,1,1,2,33,1,2,1,4,1,2,1,"9","8","2",0.608194362392423
1,4,24,2,1,5433,5,1,2,2,1,4,2,26,3,1,1,4,1,2,1,"7","5","2",0.852668326369391
1,2,14,2,9,1410,3,5,1,4,1,2,1,35,3,2,1,3,1,2,1,"8","8","2",0.93598829613207
1,4,20,4,0,3485,5,2,2,1,1,4,1,44,3,2,2,3,1,2,1,"7","6","3",1.04629542745139
1,4,18,4,1,3850,1,4,3,3,1,1,3,27,3,2,2,3,1,1,1,"8","6","2",0.929517678046256
0,2,60,2,0,7408,2,2,4,2,1,2,2,24,3,2,1,4,1,1,1,"1","5","1",0.324308495500752
1,3,24,2,3,1377,2,5,4,2,1,2,4,47,3,3,1,3,1,2,1,"7","8","3",0.714807587994035
1,4,30,3,9,4272,2,3,2,3,1,2,2,26,3,2,2,2,1,1,1,"6","6","2",0.960755278126638
1,2,24,3,3,1553,2,4,3,2,1,2,2,23,3,1,2,3,1,2,1,"7","7","1",0.584684155874474
1,2,36,3,9,9857,2,4,1,3,1,3,2,31,3,2,2,2,2,2,1,"5","4","2",0.616159993841465
1,4,6,4,0,362,2,3,4,2,1,4,3,52,3,2,2,2,1,1,1,"10","10","3",1.07250972476643
1,4,12,4,2,1935,1,5,4,3,1,4,1,43,3,2,3,3,1,2,1,"9","7","3",1.00965639049491
1,4,48,2,3,10222,5,4,4,3,1,3,3,37,2,2,1,3,1,2,1,"3","3","2",0.51257719985496
1,3,12,2,0,1330,1,2,4,3,1,1,1,26,3,2,1,3,1,1,1,"9","8","2",0.715786372162479
1,4,36,2,6,9055,5,3,2,3,1,4,4,35,3,3,1,2,2,2,1,"5","4","2",0.808142197363237
1,2,26,2,1,7966,1,2,2,3,1,3,3,30,3,2,2,3,1,1,1,"6","4","2",0.457057344906163
1,2,30,1,2,3496,4,3,4,3,1,2,3,34,2,2,1,3,2,2,1,"6","6","2",0.572622762265029
1,2,36,2,1,6948,1,3,2,3,1,2,3,35,3,1,1,4,1,2,1,"5","5","2",0.461434723242452
1,2,48,0,9,12204,5,3,2,3,1,2,3,48,1,2,1,4,1,2,1,"3","3","3",0.1791318934194
0,1,36,2,2,3446,1,5,4,3,1,2,3,42,3,2,1,3,2,1,1,"5","6","3",0.354178946192493
0,1,12,2,6,684,1,3,4,3,1,4,3,40,3,1,1,2,2,1,1,"9","9","3",0.304885096512895
0,1,33,4,2,4281,3,3,1,2,1,4,3,23,3,2,2,3,1,1,1,"5","6","1",0.515204544810573
0,1,42,2,3,7174,5,4,4,2,1,3,3,30,3,2,1,4,1,2,1,"4","5","2",0.645944120356151
0,1,24,1,3,1546,1,4,4,3,3,4,3,24,1,1,1,2,1,1,1,"7","7","1",0.34764343846579
0,1,24,2,2,2359,2,1,1,1,1,1,2,33,3,2,1,3,1,1,1,"7","7","2",0.477644780707747
0,4,24,2,3,3621,2,5,2,3,1,4,3,31,3,2,2,3,1,1,1,"7","6","2",0.894952065388678
0,1,12,2,4,741,2,1,4,2,1,3,2,22,3,2,1,3,1,1,1,"9","9","1",0.315817127464263
0,1,12,2,2,7865,1,5,4,3,1,4,4,53,3,3,1,4,1,2,1,"9","4","3",0.542856408508414
1,1,24,2,1,2910,1,4,2,3,1,1,4,34,3,3,1,4,1,2,1,"7","6","2",0.629640731146143
1,1,18,4,0,5302,1,5,2,3,1,4,4,36,3,3,3,4,1,2,1,"8","5","2",0.674443734427706
1,1,36,2,2,3620,1,3,1,3,3,2,2,37,3,2,1,3,2,1,1,"5","6","2",0.571800292859914
1,1,18,2,3,3509,1,4,4,2,3,1,1,25,3,2,1,3,1,1,1,"8","6","1",0.606915765151302
1,2,12,2,2,3017,1,2,3,2,1,1,1,34,3,1,1,4,1,1,1,"9","6","2",0.613963820432652
1,1,12,2,2,1657,1,3,2,3,1,2,1,27,3,2,1,3,1,1,1,"9","7","2",0.654624173647851
1,1,8,4,10,1164,1,5,3,3,1,4,4,51,1,3,2,4,2,2,1,"9","8","3",0.615165372429032
0,1,36,4,2,6229,1,2,4,2,2,4,4,23,3,1,2,2,1,2,1,"5","5","1",0.301956071071119
0,1,24,1,0,1193,1,1,1,2,2,4,4,29,3,1,2,1,1,1,1,"7","8","2",0.294458394598166
1,1,30,0,2,4583,1,3,2,1,3,2,1,32,3,2,2,3,1,1,1,"6","6","2",0.473968359167681
1,1,36,4,2,5371,1,3,3,3,3,2,2,28,3,2,2,3,1,1,1,"5","5","2",0.598084311010855
1,1,12,2,2,708,1,3,2,3,3,3,2,38,3,2,1,2,2,1,1,"9","9","2",0.58784573405861
1,1,21,4,0,571,1,5,4,3,1,4,1,65,3,2,2,3,1,1,1,"7","9","5",0.546109040616217
1,1,30,2,3,2522,1,5,1,3,3,3,2,39,3,2,1,3,2,1,1,"6","6","2",0.74208619342343
0,1,36,2,2,5179,1,4,4,3,1,2,2,29,3,2,1,3,1,1,1,"5","5","2",0.387250452501763
0,1,36,2,1,8229,1,3,2,3,1,2,2,26,3,2,1,3,2,1,1,"5","4","2",0.310949070677415
1,4,24,4,2,2028,1,4,2,3,1,2,2,30,3,2,2,2,1,1,1,"7","7","2",0.967834946467628
1,1,6,2,0,1374,5,1,4,2,1,3,2,75,3,2,1,4,1,2,1,"10","8","5",0.674936995116395
1,1,12,2,2,1289,1,3,4,3,3,1,2,21,3,2,1,2,1,1,1,"9","8","1",0.586066898404584
0,1,36,2,2,2712,1,5,2,3,1,2,2,41,1,2,1,3,2,1,1,"5","6","3",0.381051787451294
1,1,15,4,2,975,1,3,2,1,1,3,2,25,3,2,2,3,1,1,1,"8","9","1",0.384404432140402
1,2,6,3,2,1050,1,1,4,3,1,1,2,35,2,2,2,4,1,2,0,"10","8","2",0.757807985327982
1,1,6,4,0,609,1,4,4,2,1,3,2,37,3,2,2,3,1,1,1,"10","9","2",0.577979798496283
1,1,48,2,1,4788,1,4,4,3,1,3,2,26,3,2,1,3,2,1,1,"3","6","2",0.310134237114366
1,2,24,2,2,3069,2,5,4,3,1,4,4,30,3,3,1,3,1,1,1,"7","6","2",0.694661977883194
0,2,12,2,0,836,2,2,4,2,1,2,2,23,1,2,1,2,1,1,1,"9","9","1",0.361715667806525
1,1,12,2,2,2577,1,3,2,1,1,1,3,42,3,2,1,3,1,1,1,"9","6","3",0.515528711306012
1,1,12,2,2,1620,1,3,2,2,2,3,2,30,3,2,1,3,1,1,1,"9","7","2",0.63905300637666
1,1,15,2,2,1845,1,2,4,2,3,1,2,46,3,1,1,3,1,1,1,"8","7","3",0.463691523865199
1,1,24,2,1,6579,1,1,4,3,1,2,4,29,3,3,1,4,1,2,1,"7","5","2",0.439506015911502
1,1,12,2,0,1893,1,3,4,2,3,4,2,29,3,2,1,3,1,2,1,"9","7","2",0.671347436352025
1,1,30,4,1,10623,1,5,3,3,1,4,4,38,3,3,3,4,2,2,1,"6","3","2",0.363233619861903
1,1,18,2,0,2249,2,4,4,3,1,3,3,30,3,2,1,4,2,2,1,"8","7","2",0.505616188166166
0,1,30,2,2,3108,1,2,2,1,1,4,2,31,3,2,1,2,1,1,1,"6","6","2",0.476331654602646
1,2,12,4,0,958,1,4,2,3,1,3,1,47,3,2,2,2,2,1,1,"9","9","3",0.68906854273615
1,4,24,2,1,9277,5,3,2,1,1,4,4,48,3,3,1,3,1,2,1,"7","4","3",0.838849863533373
1,4,24,4,10,6314,1,1,4,3,2,2,4,27,1,2,2,4,1,2,1,"7","5","2",0.780144634849087
1,1,12,4,1,1526,1,5,4,3,1,4,4,66,3,3,2,4,1,1,1,"9","7","5",0.679915911717556
1,1,12,2,2,3590,1,3,2,3,2,2,2,29,3,2,1,2,2,1,1,"9","6","2",0.679174906729759
1,1,24,4,1,6615,1,1,2,3,1,4,4,75,3,3,2,4,1,2,1,"7","5","5",0.603336484476515
1,1,6,4,2,1872,1,1,4,3,1,4,4,36,3,3,3,4,1,2,1,"10","7","2",0.64025870932396
1,4,12,2,0,2859,5,1,4,3,1,4,4,38,3,2,1,4,1,2,1,"9","6","2",0.920657461467517
1,4,18,4,3,1582,4,5,4,3,1,4,3,46,3,2,2,3,1,1,1,"8","7","3",0.984083920879493
1,4,6,2,8,1238,5,1,4,3,1,4,2,36,3,2,1,4,2,2,1,"10","8","2",0.986565517494336
1,1,12,2,2,2578,1,1,3,2,1,4,4,55,3,3,1,4,1,1,1,"9","6","3",0.480544678662576
1,1,15,4,2,1433,1,3,4,2,1,3,2,25,3,1,2,3,1,1,1,"8","8","1",0.387664472428858
1,1,42,2,2,7882,1,4,2,3,3,4,2,45,3,3,1,3,2,1,1,"4","4","3",0.656385935194685
1,1,24,2,2,4169,1,3,4,3,1,4,2,28,3,2,1,3,1,1,1,"7","6","2",0.51787446633956
1,1,36,2,2,3959,1,1,4,3,1,3,2,30,3,2,1,4,1,2,1,"5","6","2",0.377380269057316
1,1,36,2,0,3249,1,4,2,3,1,4,4,39,1,3,1,4,2,2,1,"5","6","2",0.390668012742778
1,1,24,2,2,3149,1,2,4,3,1,1,4,22,1,3,1,3,1,1,1,"7","6","1",0.334440158541027
0,1,12,4,2,2246,1,5,3,3,1,3,2,60,3,2,2,3,1,1,1,"9","7","4",0.679818164319943
1,1,13,4,9,1797,1,2,3,3,1,1,2,28,1,2,2,2,1,1,1,"8","7","2",0.547953929604425
1,1,20,4,2,4272,1,5,1,2,1,4,2,24,3,2,2,3,1,1,1,"7","6","1",0.655916603356839
1,1,24,4,1,2957,1,5,4,3,1,4,2,63,3,2,2,3,1,2,1,"7","6","4",0.653150401504685
1,1,36,4,2,2348,1,3,3,4,1,2,2,46,3,2,2,3,1,2,1,"5","7","3",0.55074873358551
1,3,42,0,9,6289,1,2,2,1,1,1,2,33,3,2,2,3,1,1,1,"4","5","2",0.520384346171378
1,1,24,4,1,6419,1,5,2,2,1,4,4,44,3,3,2,4,2,2,1,"7","5","3",0.602627214300638
0,1,48,4,1,6143,1,5,4,2,1,4,4,58,2,3,2,2,1,1,1,"3","5","3",0.332226433598987
1,4,24,4,6,1597,1,5,4,3,1,4,4,54,3,3,2,3,2,1,1,"7","7","3",0.857908481790427
1,1,36,2,10,15857,1,1,2,1,2,3,3,43,3,2,1,4,1,1,1,"5","2","3",0.273143569922611
1,4,24,4,3,2223,2,5,4,3,1,4,2,52,1,2,2,3,1,1,1,"7","7","3",0.863262761339814
1,4,48,3,3,7238,5,5,3,3,1,3,3,32,1,2,2,3,2,1,1,"3","5","2",0.684170753295134
1,2,30,3,9,2503,2,5,4,3,1,2,2,41,2,2,2,3,1,1,1,"6","6","3",0.686802074747506
1,2,18,2,9,2622,2,3,4,3,1,4,3,34,3,2,1,3,1,1,1,"8","6","2",0.653385904351406
1,2,24,2,2,4351,5,3,1,2,1,4,2,48,3,2,1,2,1,2,1,"7","6","3",0.849965449287705
1,2,6,2,3,368,5,5,4,3,1,4,2,38,3,2,1,3,1,1,1,"10","10","2",1.04816296586462
1,2,12,2,8,754,5,5,4,3,1,4,2,38,3,2,2,3,1,1,1,"9","9","2",0.710955281723248
1,4,24,4,3,2424,5,5,4,3,1,4,2,53,3,2,2,3,1,1,1,"7","7","3",1.04217955928869
1,2,48,3,9,6681,5,3,4,3,1,4,4,38,3,3,1,3,2,2,1,"3","5","2",0.609179088677044
1,2,18,3,9,2427,5,5,4,3,1,2,2,42,3,2,2,3,1,1,1,"8","7","3",0.815310680571116
0,2,24,4,3,1216,2,2,4,3,1,4,4,38,1,2,2,3,2,1,1,"7","8","2",0.458629346023069
1,2,6,2,3,753,1,3,2,2,3,3,1,64,3,2,1,3,1,1,1,"10","9","4",0.740184167580367
1,2,7,2,3,2576,1,3,2,3,3,2,1,35,3,2,1,3,1,1,0,"9","6","2",1.00930875394331
1,2,6,2,3,590,1,2,3,4,1,3,1,26,3,2,1,2,1,1,0,"10","9","2",0.804189718811993
1,2,8,2,3,1414,1,3,4,3,3,2,1,33,3,2,1,3,1,1,0,"9","8","2",0.878347325035164
1,2,12,2,3,1103,1,4,4,3,3,3,1,29,3,2,2,3,1,1,1,"9","8","2",0.764728078968995
1,2,12,3,3,585,1,3,4,4,2,4,1,20,3,1,2,3,1,1,1,"9","9","1",0.572800052341473
1,2,6,2,3,1068,1,5,4,3,1,4,3,28,3,2,1,3,2,1,1,"10","8","2",0.676926140471264
1,1,8,4,0,713,1,5,4,3,1,4,1,47,3,2,2,2,1,1,1,"9","9","3",0.598993065148157
1,2,12,2,3,1092,1,3,4,2,3,4,1,49,3,2,2,3,1,2,1,"9","8","3",0.722098569424638
1,2,7,2,3,2329,1,2,1,2,3,1,1,45,3,2,1,3,1,1,1,"9","7","3",0.817152882246254
1,2,13,4,3,882,1,2,4,3,3,4,1,23,3,2,2,3,1,1,1,"8","9","1",0.626616853346228
1,2,18,2,3,866,1,3,4,4,3,2,1,25,3,2,1,2,1,1,1,"8","9","1",0.617661416027554
1,2,7,2,3,2415,1,3,3,3,3,2,1,34,3,2,1,3,1,1,1,"9","7","2",0.841263168620571
1,2,13,2,3,2101,1,2,2,2,3,4,2,23,3,2,1,2,1,1,1,"8","7","1",0.658616872491562
1,2,18,2,3,1301,1,5,4,4,3,2,1,32,3,2,1,2,1,1,1,"8","8","2",0.827022821169017
1,2,18,2,3,1113,1,3,4,2,3,4,1,26,3,2,1,2,2,1,1,"8","8","2",0.645844236049264
1,2,8,2,3,760,1,4,4,2,3,2,1,44,3,2,1,2,1,1,1,"9","9","3",0.668468037641536
1,2,12,2,3,625,1,2,4,4,3,1,1,26,1,2,1,2,1,1,1,"9","9","2",0.638040517415013
1,3,6,4,0,1323,2,5,2,1,1,4,3,28,3,2,2,3,2,2,1,"10","8","2",0.91658553311516
1,1,9,4,3,1138,1,3,4,3,1,4,1,25,3,2,2,2,1,1,1,"9","8","1",0.596235444083189
1,2,18,4,3,1795,1,5,3,2,3,4,1,48,1,1,2,2,1,2,1,"8","7","3",0.791061609269815
1,2,15,4,3,2728,5,4,4,3,3,2,1,35,1,2,3,3,1,2,1,"8","6","2",0.966616049991912
1,2,6,2,3,484,1,4,3,4,3,3,1,28,1,2,1,2,1,1,1,"10","10","2",1.04398086408121
1,2,10,1,3,1048,1,3,4,3,1,4,1,23,2,2,1,2,1,1,1,"9","8","1",0.504234817315135
1,2,12,2,3,1155,1,5,3,4,3,3,1,40,1,2,2,2,1,1,1,"9","8","3",0.78249149169946
1,2,20,3,1,7057,5,4,3,3,1,4,2,36,1,1,2,4,2,2,1,"7","5","2",0.653234257585167
1,2,15,4,3,1537,5,5,4,3,3,4,1,50,3,2,2,3,1,2,1,"8","7","3",1.05900408037781
1,1,12,2,3,2214,1,3,4,3,1,3,2,24,3,2,1,2,1,1,1,"9","7","1",0.503239585855686
1,4,24,4,2,1585,1,4,4,3,1,3,2,40,3,2,2,3,1,1,1,"7","7","3",0.870310920757885
1,2,10,2,2,1521,1,3,4,1,1,2,3,31,3,2,1,2,1,1,1,"9","7","2",0.544951568569286
1,2,36,1,4,3990,5,2,3,2,1,2,4,29,1,2,1,1,1,1,1,"5","6","2",0.418262792337602
1,3,18,2,2,3049,1,2,1,2,1,1,2,45,2,2,1,2,1,1,1,"8","6","3",0.705565701079591
0,1,24,2,3,1282,2,3,4,2,1,2,3,32,3,2,1,2,1,1,1,"7","8","2",0.425536802359179
1,4,60,2,3,10144,2,4,2,2,1,4,1,21,3,2,1,3,1,2,1,"1","3","1",0.532502136710909
1,1,12,2,0,1168,1,3,4,4,1,3,1,27,3,2,1,2,1,1,1,"9","8","2",0.602629900193381
1,2,6,2,5,454,1,2,3,4,1,1,2,22,3,2,1,2,1,1,1,"10","10","1",0.848808175468135
1,4,15,3,1,3594,1,2,1,2,1,2,2,46,3,2,2,2,1,1,1,"8","6","3",0.860043779303001
1,4,12,2,2,1768,1,3,3,3,1,2,1,24,3,1,1,2,1,1,1,"9","7","1",0.801442619482323
1,4,60,3,3,15653,1,4,2,3,1,4,3,21,3,2,2,3,1,2,1,"1","2","1",0.668660885400339
1,3,12,3,0,2247,1,3,2,2,1,2,3,36,2,2,2,3,1,2,1,"9","7","2",0.762562878481725
1,4,24,2,3,1413,1,3,4,4,1,2,2,28,3,2,1,3,1,1,1,"7","8","2",0.788741377937627
1,2,45,4,1,4576,2,1,3,3,1,4,3,27,3,2,1,3,1,1,1,"3","6","2",0.530437682994232
1,1,24,4,3,1231,4,5,4,2,1,4,2,57,3,1,2,4,1,2,1,"7","8","3",0.621511499635909
0,1,36,2,1,8335,5,5,3,3,1,4,4,47,3,3,1,3,1,1,1,"5","4","3",0.486719056068666
1,2,36,4,1,5800,1,3,3,3,1,4,3,34,3,2,2,3,1,2,1,"5","5","2",0.586113232726146
1,1,18,3,6,8471,5,3,1,2,1,2,3,23,3,1,2,3,1,2,1,"8","4","1",0.546538606809257
1,1,30,2,2,3622,4,5,4,2,1,4,2,57,3,1,2,3,1,2,1,"6","6","3",0.554076684133322
1,1,6,4,3,1169,5,5,4,3,1,4,1,67,3,2,2,3,1,2,1,"10","8","5",0.97497589331479
1,4,15,2,4,1262,3,4,4,3,1,3,2,36,3,2,2,3,1,2,1,"8","8","2",0.866365828313028
1,3,24,4,2,3617,5,5,4,3,2,4,4,20,3,1,2,3,1,1,1,"7","6","1",0.861551415821277
1,2,30,4,0,2181,5,5,4,3,1,4,1,36,3,2,2,3,1,1,1,"6","7","2",0.882220095201982
0,1,48,1,9,7685,1,4,2,2,3,4,3,37,3,1,1,3,1,1,1,"3","4","2",0.26800286277557
1,4,48,4,6,6110,1,3,1,3,1,3,4,31,1,3,1,3,1,2,1,"3","5","2",0.787664211251669
1,4,24,2,0,3757,1,5,4,2,2,4,4,62,3,3,1,3,1,2,1,"7","6","4",0.860926164541291
1,1,42,4,5,3394,1,1,4,3,2,4,3,65,3,2,2,1,1,1,1,"4","6","5",0.651643790426967
1,4,36,4,9,6304,5,5,4,3,1,4,1,36,3,2,2,3,1,1,1,"5","5","2",0.997750022723301
1,4,9,4,6,1244,5,5,4,2,1,4,2,41,3,1,2,2,1,1,1,"9","8","3",1.00658300616331
1,4,6,2,0,3518,1,3,2,3,3,3,2,26,3,1,1,3,1,1,1,"10","6","2",1.07421541488969
1,4,36,0,5,2613,1,3,4,3,1,2,3,27,3,2,2,3,1,1,1,"5","6","2",0.494999276188231
1,1,48,2,6,7476,1,4,4,3,1,1,4,50,3,3,1,4,1,2,1,"3","5","3",0.335485534243996
0,4,24,2,9,4591,4,3,2,3,1,3,2,54,3,2,3,4,1,2,1,"7","6","3",0.936994490364519
